Entity,Code,Year,"Homicide rate per 100,000 population - Male - All ages","Homicide rate per 100,000 population - Female - All ages",Continent
Moldova,MDA,2002,13.970693,5.795772,
Moldova,MDA,2003,10.916251,4.9794416,
Moldova,MDA,2004,9.633487,4.334754,
Moldova,MDA,2005,10.340523,4.7485037,
Moldova,MDA,2006,9.953579,3.6642866,
Moldova,MDA,2007,8.104534,3.3360054,
Moldova,MDA,2008,8.015197,4.542372,
Moldova,MDA,2009,9.83021,3.6054041,
Moldova,MDA,2010,9.329289,5.2822356,
Moldova,MDA,2011,7.5512786,4.6109657,
Moldova,MDA,2012,9.958719,3.4233372,
Moldova,MDA,2013,9.852101,3.8493476,
Moldova,MDA,2014,9.072577,0.9707984,
Moldova,MDA,2015,9.110904,2.7344406,Europe
Moldova,MDA,2016,9.909627,2.838119,
Moldova,MDA,2017,6.94138,2.1584823,
Moldova,MDA,2018,8.366832,2.488102,
Moldova,MDA,2019,6.1567316,1.838873,
Moldova,MDA,2020,4.571898,1.6055602,
Monaco,MCO,2013,0,0,
Monaco,MCO,2015,0,0,Europe
Mongolia,MNG,2007,17.624262,5.0769997,
Mongolia,MNG,2008,12.430299,3.7048924,
Mongolia,MNG,2009,12.046674,4.407771,
Mongolia,MNG,2010,12.7750635,4.9404674,
Mongolia,MNG,2011,15.07448,4.356066,
Mongolia,MNG,2012,10.218673,4.0634875,
Mongolia,MNG,2013,10.529463,4.055727,
Mongolia,MNG,2014,11.017116,3.6996095,
Mongolia,MNG,2015,11.061035,3.4202776,Asia
Mongolia,MNG,2016,9.630501,2.559187,
Mongolia,MNG,2017,9.489159,2.8893726,
Mongolia,MNG,2018,9.60356,2.8272414,
Mongolia,MNG,2019,10.273368,2.459518,
Mongolia,MNG,2020,10.084992,2.4121954,
Mongolia,MNG,2021,9.8106365,2.5499306,
Montenegro,MNE,2007,2.9307466,0.92355007,
Montenegro,MNE,2008,6.186205,1.5416325,
Montenegro,MNE,2009,4.6604266,2.0625887,
Montenegro,MNE,2010,2.6029465,2.162496,
Montenegro,MNE,2011,5.8483143,0.92590594,
Montenegro,MNE,2012,4.5378523,0.9244009,
Montenegro,MNE,2013,2.911844,0.30782208,
Montenegro,MNE,2014,5.1733394,1.2307067,
Montenegro,MNE,2015,4.528634,0.92358136,Europe
Montenegro,MNE,2016,8.094859,0.9247115,
Montenegro,MNE,2017,3.5664668,1.2345318,
Montenegro,MNE,2018,3.8968694,0.61820936,
Montenegro,MNE,2019,5.8558865,1.5479254,
Montenegro,MNE,2020,4.8921204,0.93042874,
Montenegro,MNE,2021,4.2499495,0.62117106,
Montserrat,MSR,1990,0,0,
Montserrat,MSR,1991,0,0,
Montserrat,MSR,1992,39.57653,0,
Montserrat,MSR,1993,0,0,
Montserrat,MSR,1994,0,22.512383,
Montserrat,MSR,1995,0,0,
Montserrat,MSR,1996,25.422651,0,
Montserrat,MSR,1997,0,0,
Montserrat,MSR,1998,30.088762,0,
Montserrat,MSR,1999,0,0,
Montserrat,MSR,2000,0,0,
Montserrat,MSR,2001,0,0,
Montserrat,MSR,2002,0,0,
Montserrat,MSR,2003,0,0,
Montserrat,MSR,2004,0,0,
Montserrat,MSR,2005,40.40404,0,
Montserrat,MSR,2006,40.217175,0,
Montserrat,MSR,2008,39.808918,0,
Montserrat,MSR,2012,0,41.467964,
Montserrat,MSR,2015,,,North America
Morocco,MAR,2009,2.3579674,0.33132908,
Morocco,MAR,2012,1.951339,0.33746234,
Morocco,MAR,2013,2.1364512,0.39255956,
Morocco,MAR,2014,1.7188499,0.34649247,
Morocco,MAR,2015,1.9146324,0.56278026,Africa
Morocco,MAR,2016,2.76818,0.60198736,
Morocco,MAR,2017,3.623868,0.64034754,
Morocco,MAR,2018,2.4326434,0.3923725,
Morocco,MAR,2019,2.7896616,0.64918417,
Morocco,MAR,2020,2.024362,0.46118838,
Morocco,MAR,2021,3.3055348,0.5377243,
Mozambique,MOZ,2015,,,Africa
Myanmar,MMR,2009,3.056209,0.533799,
Myanmar,MMR,2010,2.6360247,0.61052907,
Myanmar,MMR,2011,3.8422348,0.40097526,
Myanmar,MMR,2012,4.768303,0.9579893,
Myanmar,MMR,2013,4.0758786,0.8196169,
Myanmar,MMR,2014,4.019387,0.804816,
Myanmar,MMR,2015,4.1946716,0.8718052,Asia
Myanmar,MMR,2016,4.2091036,0.9608047,
Myanmar,MMR,2017,4.3547945,0.9799767,
Myanmar,MMR,2018,4.5190783,1.0067474,
Myanmar,MMR,2019,4.7193174,1.0219071,
Myanmar,MMR,2020,4.9274273,0.96953344,
Myanmar,MMR,2021,49.77099,7.2884316,
Nagorno-Karabakh,OWID_NAG,2015,,,Asia
Namibia,NAM,2018,30.64055,9.647687,
Namibia,NAM,2019,18.283733,8.140577,
Namibia,NAM,2020,18.224781,6.679936,
Namibia,NAM,2021,18.506903,6.799164,
Namibia,NAM,2015,,,Africa
Nauru,NRU,2015,,,Oceania
Nepal,NPL,2015,,,Asia
Netherlands,NLD,1990,1.2457833,0.5688104,
Netherlands,NLD,1991,1.587111,0.77512336,
Netherlands,NLD,1992,1.8700805,0.691511,
Netherlands,NLD,1993,1.8178992,0.7129049,
Netherlands,NLD,1994,1.5819652,0.6568799,
Netherlands,NLD,1995,1.5456089,0.9600447,
Netherlands,NLD,1996,1.8878059,0.83993596,
Netherlands,NLD,1997,1.8764968,0.79719186,
Netherlands,NLD,1998,1.6593195,0.5913197,
Netherlands,NLD,1999,1.8413923,0.73820895,
Netherlands,NLD,2000,1.5258445,0.74676675,
Netherlands,NLD,2001,1.6948103,0.84209,
Netherlands,NLD,2002,1.6865997,0.7519667,
Netherlands,NLD,2003,1.6163923,0.8960526,
Netherlands,NLD,2004,1.7218044,0.6478277,
Netherlands,NLD,2005,1.4539003,0.6938939,
Netherlands,NLD,2006,0.9778421,0.59417975,
Netherlands,NLD,2007,1.1835126,0.5676476,
Netherlands,NLD,2008,1.2643794,0.5652788,
Netherlands,NLD,2009,1.2706884,0.5986828,
Netherlands,NLD,2010,1.0941504,0.64350396,
Netherlands,NLD,2011,1.124641,0.59296745,
Netherlands,NLD,2012,1.1427176,0.59019446,
Netherlands,NLD,2013,0.82565814,0.6580198,
Netherlands,NLD,2014,1.1067489,0.3508324,
Netherlands,NLD,2015,0.7337615,0.4888555,Europe
Netherlands,NLD,2016,0.7298649,0.3708089,
Netherlands,NLD,2017,1.0421947,0.49610457,
Netherlands,NLD,2018,0.74569476,0.41362947,
Netherlands,NLD,2019,0.77687806,0.4806042,
Netherlands,NLD,2020,0.7273209,0.50155985,
Netherlands,NLD,2021,0.88541377,0.4202064,
Netherlands Antilles,ANT,2015,,,North America
New Caledonia,NCL,2015,,,Oceania
New Zealand,NZL,1995,1.5313793,0.6047952,
New Zealand,NZL,1996,1.7278316,0.8589907,
New Zealand,NZL,1997,1.9442968,1.2439144,
New Zealand,NZL,1998,1.4670684,1.110681,
New Zealand,NZL,1999,1.8263979,0.54316455,
New Zealand,NZL,2000,1.6485137,1.0597905,
New Zealand,NZL,2001,1.5634303,1.0683285,
New Zealand,NZL,2002,1.726143,1.3206617,
New Zealand,NZL,2003,1.5144283,0.69042474,
New Zealand,NZL,2004,1.6523669,0.5738229,
New Zealand,NZL,2005,1.6922234,1.2683619,
New Zealand,NZL,2006,1.5473021,0.81258684,
New Zealand,NZL,2007,1.4040327,0.88125545,
New Zealand,NZL,2008,1.343611,1.0568386,
New Zealand,NZL,2009,1.9955617,1.1372858,
New Zealand,NZL,2010,0.96329397,1.0142683,
New Zealand,NZL,2011,1.1202892,0.6699524,
New Zealand,NZL,2012,0.927484,0.931713,
New Zealand,NZL,2013,1.5615383,0.52786607,
New Zealand,NZL,2014,1.3259504,0.59406406,
New Zealand,NZL,2015,1.4212612,0.684033,Oceania
New Zealand,NZL,2016,1.2214092,0.92606354,
New Zealand,NZL,2017,0.9427732,0.5388131,
New Zealand,NZL,2018,2.0976832,1.0183532,
New Zealand,NZL,2019,3.9156008,1.3161552,
Nicaragua,NIC,2008,24.194426,2.0100882,
Nicaragua,NIC,2009,24.885382,3.2271154,
Nicaragua,NIC,2010,24.505394,2.625684,
Nicaragua,NIC,2011,23.320183,1.8314441,
Nicaragua,NIC,2012,20.492777,2.0950997,
Nicaragua,NIC,2013,17.544956,2.0938916,
Nicaragua,NIC,2015,14.756994,2.0657375,North America
Nicaragua,NIC,2016,12.863468,1.4811231,
Nicaragua,NIC,2017,11.679372,1.7645986,
Nicaragua,NIC,2018,19.079597,1.8900924,
Nicaragua,NIC,2019,14.066785,1.5682368,
Nicaragua,NIC,2021,19.137169,3.107994,
Niger,NER,2015,,,Africa
Nigeria,NGA,2015,,,Africa
Niue,NIU,2015,,,Oceania
Norfolk Island,NFK,2015,,,Oceania
North Korea,PRK,2015,,,Asia
North Macedonia,MKD,1998,3.77253,0.9648629,
North Macedonia,MKD,1999,2.8768456,0.8586969,
North Macedonia,MKD,2000,3.455238,1.1418409,
North Macedonia,MKD,2002,4.9608674,0.8437826,
North Macedonia,MKD,2003,5.113841,1.6409366,
North Macedonia,MKD,2004,3.5368507,1.1815035,
North Macedonia,MKD,2005,3.3353417,0.89624584,
North Macedonia,MKD,2006,3.5542662,0.8653239,
North Macedonia,MKD,2007,2.975352,1.0560732,
North Macedonia,MKD,2008,2.4927685,0.8627218,
North Macedonia,MKD,2009,2.2019124,1.1480606,
North Macedonia,MKD,2010,2.6761236,1.4319283,
North Macedonia,MKD,2011,2.4817116,0.3811573,
North Macedonia,MKD,2012,1.7165016,1.0467881,
North Macedonia,MKD,2013,1.4288442,0.6651362,
North Macedonia,MKD,2014,2.378473,0.94858974,
North Macedonia,MKD,2015,2.1858392,0.18944156,Europe
North Macedonia,MKD,2016,1.2344073,0.5676126,
North Macedonia,MKD,2017,2.5620515,0.37802342,
North Macedonia,MKD,2018,1.5173903,0.84981906,
North Macedonia,MKD,2019,1.8963871,0.37752268,
Northern Cyprus,OWID_CYN,2015,,,Asia
Northern Mariana Islands,MNP,2015,,,Oceania
Norway,NOR,1990,1.6922107,0.53675866,
Norway,NOR,1991,1.6537211,0.703214,
Norway,NOR,1992,1.5696541,0.5872626,
Norway,NOR,1993,0.9757638,0.7887361,
Norway,NOR,1994,0.8146488,0.70839876,
Norway,NOR,1995,1.2123402,0.719994,
Norway,NOR,1996,1.055695,0.9087213,
Norway,NOR,1997,1.1911086,0.5411319,
Norway,NOR,1998,1.1689159,0.5525169,
Norway,NOR,1999,0.9437344,0.5394707,
Norway,NOR,2000,1.1807573,0.9588555,
Norway,NOR,2001,1.002535,0.64005595,
Norway,NOR,2002,1.363471,0.6697896,
Norway,NOR,2003,1.1739076,1.0613807,
Norway,NOR,2004,1.0541368,0.5182393,
Norway,NOR,2005,0.7427238,0.68517154,
Norway,NOR,2006,0.5185657,0.8947545,
Norway,NOR,2007,0.5548587,0.7183187,
Norway,NOR,2008,1.0094308,0.41822165,
Norway,NOR,2009,0.7050667,0.4962615,
Norway,NOR,2010,0.5728243,0.6133187,
Norway,NOR,2011,2.3789504,2.102305,
Norway,NOR,2012,0.7149615,0.35979304,
Norway,NOR,2013,1.0188423,0.7909038,
Norway,NOR,2014,0.61934435,0.5088966,
Norway,NOR,2015,0.38281885,0.543024,Europe
Norway,NOR,2016,0.60667026,0.42320022,
Norway,NOR,2017,0.5641281,0.49648222,
Norway,NOR,2018,0.5976976,0.3415066,
Norway,NOR,2019,0.44509825,0.6032626,
Norway,NOR,2020,0.5897273,0.5624886,
Norway,NOR,2021,0.4769663,0.59758097,
Oceania (UN),,2000,3.8750572,2.3096845,
Oceania (UN),,2001,3.8549004,2.0116916,
Oceania (UN),,2002,4.064772,2.0987945,
Oceania (UN),,2003,4.409704,2.0476577,
Oceania (UN),,2004,4.050003,2.0441668,
Oceania (UN),,2005,3.9061868,2.192618,
Oceania (UN),,2006,4.0988927,2.008517,
Oceania (UN),,2007,3.3450236,1.9251956,
Oceania (UN),,2008,3.4467518,2.2111437,
Oceania (UN),,2009,4.324501,1.8478427,
Oceania (UN),,2010,3.5092127,2.2863963,
Oceania (UN),,2011,3.7443762,2.0592778,
Oceania (UN),,2012,3.699378,2.0569024,
Oceania (UN),,2013,3.6873212,2.1080558,
Oceania (UN),,2014,3.5509408,2.2450845,
Oceania (UN),,2015,3.7338703,2.0740466,
Oceania (UN),,2016,3.5885527,2.164603,
Oceania (UN),,2017,3.8005826,1.8314923,
Oceania (UN),,2018,3.824122,2.127973,
Oceania (UN),,2019,4.3658695,1.7623055,
Oceania (UN),,2020,3.9170048,1.9774618,
Oceania (UN),,2021,4.102716,1.6986253,
Oman,OMN,2014,0.23153745,0.42316282,
Oman,OMN,2015,0.4420864,0.2707505,Asia
Oman,OMN,2016,0.3837652,0.32642743,
Oman,OMN,2017,0.4390534,0.25301427,
Oman,OMN,2018,0.37019992,0.12271527,
Oman,OMN,2019,0.581256,0.35755426,
Oman,OMN,2020,0.35451132,0.23220524,
Oman,OMN,2021,0.2896695,0.17058025,
Pakistan,PAK,2015,,,Asia
Palau,PLW,2015,,,Oceania
Palestine,PSE,2010,1.1249486,0.4797419,
Palestine,PSE,2011,1.0240384,0.1527207,
Palestine,PSE,2012,1.0550603,0.19056948,
Palestine,PSE,2015,2.1053112,0.31081212,Asia
Palestine,PSE,2017,1.2390978,0.21181647,
Palestine,PSE,2018,0.8772998,0.12438647,
Palestine,PSE,2019,1.144346,0.28421065,
Palestine,PSE,2020,1.3585757,0.55626625,
Palestine,PSE,2021,1.4060168,0.34979066,
Panama,PAN,1996,16.192362,1.6206688,
Panama,PAN,1997,20.039328,2.1405396,
Panama,PAN,1998,16.587236,2.8196936,
Panama,PAN,1999,18.006758,1.2763929,
Panama,PAN,2000,17.905186,1.9395137,
Panama,PAN,2001,18.156168,1.7608535,
Panama,PAN,2002,21.48301,2.5267534,
Panama,PAN,2003,18.841269,2.2710943,
Panama,PAN,2004,17.255735,1.6719643,
Panama,PAN,2005,19.788876,2.161634,
Panama,PAN,2006,11.947361,1.1324195,
Panama,PAN,2007,14.982505,1.2283535,
Panama,PAN,2008,26.347372,1.7797874,
Panama,PAN,2009,29.241724,2.2545092,
Panama,PAN,2010,23.6127,1.715742,
Panama,PAN,2011,28.286913,1.4132259,
Panama,PAN,2012,32.041317,1.820743,
Panama,PAN,2013,32.01668,2.622017,
Panama,PAN,2014,29.042906,1.9709841,
Panama,PAN,2015,21.266397,2.5073543,North America
Panama,PAN,2016,17.656296,2.188991,
Panama,PAN,2017,16.529272,1.906945,
Panama,PAN,2018,17.552164,1.6826588,
Panama,PAN,2019,20.20296,2.4597564,
Panama,PAN,2020,21.080843,2.1439965,
Panama,PAN,2021,23.248089,1.9772443,
Papua New Guinea,PNG,2015,,,Oceania
Paraguay,PRY,2007,26.160202,1.6589203,
Paraguay,PRY,2008,27.215252,2.1062744,
Paraguay,PRY,2009,26.18382,2.4376698,
Paraguay,PRY,2010,22.999641,2.5486875,
Paraguay,PRY,2011,20.227655,2.1361477,
Paraguay,PRY,2012,19.324121,2.4808064,
Paraguay,PRY,2013,18.269325,1.742514,
Paraguay,PRY,2014,16.614662,2.2793627,
Paraguay,PRY,2015,18.025564,1.8559213,South America
Paraguay,PRY,2016,19.488974,1.7650177,
Paraguay,PRY,2017,15.151847,1.8031846,
Paraguay,PRY,2018,13.4044695,1.9653095,
Paraguay,PRY,2019,15.241883,1.6617471,
Paraguay,PRY,2020,12.394763,2.094266,
Paraguay,PRY,2021,13.6987705,1.9170094,
Parma,OWID_PMA,2015,,,Europe
Peru,PER,2011,9.079894,1.8678387,
Peru,PER,2012,11.059613,2.0955472,
Peru,PER,2013,11.366329,2.0404203,
Peru,PER,2014,11.388338,2.233506,
Peru,PER,2015,11.875918,2.5812783,South America
Peru,PER,2016,11.997596,3.1837628,
Peru,PER,2017,11.489803,3.2058878,
Peru,PER,2018,11.940904,3.2693014,
Peru,PER,2019,11.574741,2.8568532,
Peru,PER,2020,9.194256,2.1362278,
Philippines,PHL,2007,11.051651,2.1523619,
Philippines,PHL,2008,10.013935,2.6543665,
Philippines,PHL,2009,15.989358,3.4254477,
Philippines,PHL,2010,15.537819,2.5914369,
Philippines,PHL,2011,15.336941,2.1391177,
Philippines,PHL,2012,14.917871,2.2428901,
Philippines,PHL,2016,19.218538,1.8173572,
Philippines,PHL,2017,14.012901,1.2999613,
Philippines,PHL,2018,9.367733,0.9196809,
Philippines,PHL,2019,7.7323914,0.7963999,
Philippines,PHL,2015,,,Asia
Pitcairn,PCN,2015,,,Oceania
Poland,POL,1990,2.4895859,1.1131489,
Poland,POL,1991,3.1253133,1.3691217,
Poland,POL,1992,3.437752,1.1048458,
Poland,POL,1993,3.5261333,1.2584438,
Poland,POL,1994,3.5823894,1.2602183,
Poland,POL,1995,3.2969122,1.2037425,
Poland,POL,1996,3.2695398,1.33182,
Poland,POL,1999,2.9953127,0.92982584,
Poland,POL,2000,3.3502154,1.1545023,
Poland,POL,2001,2.9672925,1.0995216,
Poland,POL,2002,2.7259161,1.0277907,
Poland,POL,2003,2.4360888,1.0325372,
Poland,POL,2004,2.5575333,0.7746408,
Poland,POL,2005,2.1946306,0.7262429,
Poland,POL,2006,1.8715963,0.70579714,
Poland,POL,2007,2.1923707,0.5826511,
Poland,POL,2008,1.272303,0.44585168,
Poland,POL,2009,1.4716036,0.56425494,
Poland,POL,2010,1.4216856,0.59404206,
Poland,POL,2011,1.5519843,0.6614188,
Poland,POL,2012,1.59481,0.55583936,
Poland,POL,2013,1.1738846,0.42978227,
Poland,POL,2014,1.042987,0.4632424,
Poland,POL,2015,0.9967758,0.5630126,Europe
Poland,POL,2016,1.0135391,0.35706055,
Poland,POL,2017,1.0350666,0.47267848,
Poland,POL,2018,1.0193088,0.41747618,
Poland,POL,2019,0.92881715,0.4026624,
Poland,POL,2020,0.9521142,0.44863033,
Poland,POL,2021,1.0472705,0.39932507,
Polynesia (UN),,2000,6.0843306,1.1642623,
Polynesia (UN),,2001,6.541398,1.4394984,
Polynesia (UN),,2002,8.325521,1.434306,
Polynesia (UN),,2003,7.433438,1.0897717,
Polynesia (UN),,2004,6.4923606,1.1062653,
Polynesia (UN),,2005,7.615416,1.1331434,
Polynesia (UN),,2006,8.210023,1.0928442,
Polynesia (UN),,2007,5.9712915,1.5667077,
Polynesia (UN),,2008,7.4278693,2.162183,
Polynesia (UN),,2009,6.376944,1.770539,
Polynesia (UN),,2010,6.2957726,0.92389196,
Polynesia (UN),,2011,5.783402,0.75731796,
Polynesia (UN),,2012,3.81624,0.91000116,
Polynesia (UN),,2013,3.237289,1.1634179,
Polynesia (UN),,2014,3.3059268,1.5091273,
Polynesia (UN),,2015,3.7508478,1.7531213,
Polynesia (UN),,2016,2.8125696,1.9610083,
Polynesia (UN),,2017,4.7991943,2.3504088,
Polynesia (UN),,2018,8.414143,2.4289992,
Polynesia (UN),,2019,3.9638824,0.6052223,
Polynesia (UN),,2020,5.437244,1.1691043,
Polynesia (UN),,2021,5.464958,1.1443927,
Portugal,PRT,1994,2.1324086,0.77335554,
Portugal,PRT,1995,1.5323964,0.6686454,
Portugal,PRT,1996,1.6324842,0.5105446,
Portugal,PRT,1997,1.7568866,0.5384109,
Portugal,PRT,1998,1.9066269,0.59695446,
Portugal,PRT,1999,1.5356586,0.62733096,
Portugal,PRT,2000,1.6129174,0.6727226,
Portugal,PRT,2001,1.5971223,0.46715805,
Portugal,PRT,2002,1.6247766,0.69008964,
Portugal,PRT,2003,2.2931051,0.61358947,
Portugal,PRT,2004,2.0719552,0.7209964,
Portugal,PRT,2005,2.0181115,0.6016186,
Portugal,PRT,2006,2.2246299,0.7718636,
Portugal,PRT,2007,2.6280832,0.9407375,
Portugal,PRT,2008,1.7335356,0.6543006,
Portugal,PRT,2009,1.816441,0.6860663,
Portugal,PRT,2010,1.6262002,0.75391024,
Portugal,PRT,2011,1.4836091,0.7092925,
Portugal,PRT,2012,1.6080531,0.7507948,
Portugal,PRT,2013,1.8482685,0.94734496,
Portugal,PRT,2014,0.88776624,0.8804094,
Portugal,PRT,2015,1.3888236,0.58223516,Europe
Portugal,PRT,2016,0.9746848,0.33633682,
Portugal,PRT,2017,1.0671148,0.44102514,
Portugal,PRT,2018,1.1035893,0.5037042,
Portugal,PRT,2019,0.82736367,0.6039721,
Portugal,PRT,2020,0.97380835,0.6192016,
Puerto Rico,PRI,1990,30.582115,4.110992,
Puerto Rico,PRI,1991,40.883087,5.8962455,
Puerto Rico,PRI,1992,45.08029,4.0829673,
Puerto Rico,PRI,1993,48.4909,5.283585,
Puerto Rico,PRI,1994,51.293842,4.42845,
Puerto Rico,PRI,1995,43.93987,4.0764976,
Puerto Rico,PRI,1996,43.94253,3.9697945,
Puerto Rico,PRI,1997,36.709686,3.0105207,
Puerto Rico,PRI,1998,32.49986,3.018467,
Puerto Rico,PRI,1999,29.247416,2.848851,
Puerto Rico,PRI,2000,35.818882,3.7288895,
Puerto Rico,PRI,2001,39.743732,3.471148,
Puerto Rico,PRI,2002,41.076153,3.1692452,
Puerto Rico,PRI,2003,41.257545,2.9708478,
Puerto Rico,PRI,2004,42.241066,3.4303076,
Puerto Rico,PRI,2005,41.51404,3.337949,
Puerto Rico,PRI,2006,40.53553,2.2831814,
Puerto Rico,PRI,2007,39.957966,2.5464265,
Puerto Rico,PRI,2008,44.94216,3.27315,
Puerto Rico,PRI,2009,50.21506,2.8767393,
Puerto Rico,PRI,2010,54.238247,3.3042643,
Puerto Rico,PRI,2011,62.07841,4.2608604,
Puerto Rico,PRI,2012,53.26725,4.3493752,
Puerto Rico,PRI,2013,50.41475,2.8081717,
Puerto Rico,PRI,2014,38.357815,2.7953584,
Puerto Rico,PRI,2015,34.59181,2.0226204,North America
Puerto Rico,PRI,2016,39.63036,3.115212,
Puerto Rico,PRI,2017,43.154743,2.0960875,
Puerto Rico,PRI,2018,38.955425,2.8684387,
Puerto Rico,PRI,2019,37.930347,2.3670266,
Puerto Rico,PRI,2020,32.690674,2.842685,
Qatar,QAT,2001,0.87566346,0.45038044,
Qatar,QAT,2004,0.7652478,0.3917927,
Qatar,QAT,2005,0.34519807,1.4851531,
Qatar,QAT,2006,0.5497553,0.34787026,
Qatar,QAT,2007,0.65121055,0.96608245,
Qatar,QAT,2008,0.9964689,0.2937897,
Qatar,QAT,2009,0.48639572,0.53091097,
Qatar,QAT,2010,0.30817437,0,
Qatar,QAT,2011,0.29610318,0,
Qatar,QAT,2012,0.42396924,0.20388898,
Qatar,QAT,2013,0.53075033,0.18932205,
Qatar,QAT,2014,0.42377204,0.3554715,
Qatar,QAT,2015,0.27515146,0.16739441,Asia
Qatar,QAT,2016,0.3579592,0.7816946,
Qatar,QAT,2017,0.54146117,0.14701244,
Qatar,QAT,2018,0.48671392,0,
Qatar,QAT,2019,0.53503627,0,
Qatar,QAT,2020,0.49865574,0.26490295,
Qatar,QAT,2021,0.255928,0.5445433,
Republic of Vietnam,OWID_RVN,2015,,,Asia
Reunion,REU,2004,3.172736,2.4306617,
Reunion,REU,2005,4.377831,1.7077801,
Reunion,REU,2006,2.655925,1.8651637,
Reunion,REU,2007,3.8447258,1.8000078,
Reunion,REU,2008,3.1953306,0.9967064,
Reunion,REU,2009,2.1476228,1.2784477,
Reunion,REU,2015,,,Africa
Romania,ROU,1990,5.396893,1.6625242,
Romania,ROU,1991,5.7522273,1.579418,
Romania,ROU,1992,5.6199417,1.8313385,
Romania,ROU,1993,4.843036,1.7216665,
Romania,ROU,1994,5.0192823,1.9171424,
Romania,ROU,1995,5.0006466,1.8112217,
Romania,ROU,1996,4.6065636,1.9083339,
Romania,ROU,1997,4.355213,1.931462,
Romania,ROU,1998,3.6800616,1.4482296,
Romania,ROU,1999,3.7730405,1.4341441,
Romania,ROU,2000,3.9177642,1.2387654,
Romania,ROU,2001,4.9481816,1.5735767,
Romania,ROU,2002,3.9429371,2.1736977,
Romania,ROU,2003,4.407062,2.1462886,
Romania,ROU,2004,3.2320771,1.4017441,
Romania,ROU,2005,2.7126164,1.4337286,
Romania,ROU,2006,2.4391816,1.0201192,
Romania,ROU,2007,2.547664,1.1499832,
Romania,ROU,2008,2.0144858,0.9510559,
Romania,ROU,2009,1.7149447,0.8338496,
Romania,ROU,2010,1.7872509,0.85814935,
Romania,ROU,2011,1.3890224,0.6616023,
Romania,ROU,2012,1.3230132,0.79910284,
Romania,ROU,2013,1.6468048,0.56034523,
Romania,ROU,2014,2.2517643,1.0373707,
Romania,ROU,2015,2.5314605,0.9252609,Europe
Romania,ROU,2016,2.2424004,0.89129347,
Romania,ROU,2017,1.740036,0.87608594,
Romania,ROU,2018,1.7696283,0.81081635,
Romania,ROU,2019,1.8305154,0.7048321,
Romania,ROU,2020,1.966862,0.956538,
Romania,ROU,2021,1.7977568,0.76124996,
Russia,RUS,1990,23.125793,6.4929476,
Russia,RUS,1991,24.870974,6.73412,
Russia,RUS,1992,37.470085,9.848151,
Russia,RUS,1993,49.32874,13.427606,
Russia,RUS,1994,52.433002,14.286032,
Russia,RUS,1995,49.570004,13.6419,
Russia,RUS,1996,42.455914,12.223211,
Russia,RUS,1997,38.034508,11.029043,
Russia,RUS,1998,36.40717,10.709764,
Russia,RUS,1999,41.182995,12.575627,
Russia,RUS,2000,44.84211,13.207825,
Russia,RUS,2001,47.142857,13.788551,
Russia,RUS,2002,49.42871,13.783891,
Russia,RUS,2003,46.642002,13.296957,
Russia,RUS,2004,44.16583,12.472261,
Russia,RUS,2005,40.177032,11.47319,
Russia,RUS,2006,32.59662,9.371936,
Russia,RUS,2007,28.976322,8.054885,
Russia,RUS,2008,20.700985,5.8403535,
Russia,RUS,2009,19.70099,6.0016246,
Russia,RUS,2010,18.618587,5.659173,
Russia,RUS,2011,18.270905,5.2660604,
Russia,RUS,2012,18.059708,5.495289,
Russia,RUS,2013,18.01181,5.2040133,
Russia,RUS,2014,18.42811,5.41448,
Russia,RUS,2015,18.427902,5.5207596,Europe
Russia,RUS,2016,17.394527,5.3400774,
Russia,RUS,2017,14.530042,4.469868,
Russia,RUS,2018,12.9853945,4.0667777,
Russia,RUS,2019,12.227996,3.7427042,
Russia,RUS,2020,11.720325,3.5434818,
Russia,RUS,2021,10.8008795,3.30459,
Rwanda,RWA,2015,,,Africa
Saint Barthelemy,BLM,2015,,,North America
Saint Helena,SHN,2015,,,Africa
Saint Kitts and Nevis,KNA,1997,18.509521,13.608528,
Saint Kitts and Nevis,KNA,1999,26.986305,0,
Saint Kitts and Nevis,KNA,2001,17.501259,8.646779,
Saint Kitts and Nevis,KNA,2002,21.74906,0,
Saint Kitts and Nevis,KNA,2003,43.384888,0,
Saint Kitts and Nevis,KNA,2004,47.629356,0,
Saint Kitts and Nevis,KNA,2009,103.08393,12.497657,
Saint Kitts and Nevis,KNA,2010,81.51008,8.301167,
Saint Kitts and Nevis,KNA,2011,141.13722,4.132231,
Saint Kitts and Nevis,KNA,2016,120.09178,8.1726055,
Saint Kitts and Nevis,KNA,2017,85.945724,12.237406,
Saint Kitts and Nevis,KNA,2018,81.84011,16.296598,
Saint Kitts and Nevis,KNA,2019,43.197475,8.142659,
Saint Kitts and Nevis,KNA,2020,43.34258,0,
Saint Kitts and Nevis,KNA,2021,56.4849,4.066446,
Saint Kitts and Nevis,KNA,2015,,,North America
Saint Lucia,LCA,1990,12.845582,6.921565,
Saint Lucia,LCA,1991,9.848127,4.0989766,
Saint Lucia,LCA,1992,15.241368,4.040513,
Saint Lucia,LCA,1993,10.918893,0,
Saint Lucia,LCA,1994,9.425769,3.9320025,
Saint Lucia,LCA,1995,17.293098,3.8873448,
Saint Lucia,LCA,1996,14.473304,1.282594,
Saint Lucia,LCA,1997,10.421416,6.3541284,
Saint Lucia,LCA,1998,15.485869,2.5200026,
Saint Lucia,LCA,1999,17.901096,2.4985008,
